loss,time,epochs,config
442.538879, 0.218175, 3213, 0
442.267731, 0.073431, 3213, 0
442.267731, 0.078139, 3213, 0
442.538879, 0.115306, 3213, 0
442.267731, 0.081586, 3213, 0
442.538879, 0.116403, 3213, 0
442.267731, 0.072664, 3213, 0
442.267731, 0.072518, 3213, 0
442.997314, 0.116993, 3213, 0
442.267731, 0.071924, 3213, 0
