loss,time,epochs,config
442.538879, 0.097675, 2923, 0
442.267731, 0.090414, 2896, 0
442.267731, 0.100565, 2910, 0
442.538879, 0.101939, 2905, 0
442.267731, 0.104519, 2878, 0
442.538879, 0.099252, 2920, 0
442.267731, 0.092334, 2891, 0
442.267731, 0.093495, 2982, 0
442.997314, 0.095048, 2993, 0
442.267731, 0.090211, 2965, 0
